REGIONE;PROVINCIA;DENOMINAZIONEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONESCUOLA;INDIRIZZOSCUOLA;CAPSCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;SITOWEBSCUOLA
LAZIO;ROMA;ANTONIO LABRIOLA;RMPS010004;ANTONIO LABRIOLA;VIA CAPO SPERONE 50;122;ROMA;LICEO SCIENTIFICO;RMPS010004@istruzione.it;rmps010004@pec.istruzione.it;www.liceolabriola.it
LAZIO;ROMA;ANTONIO ROSMINI;RMIC8BN00L;ANTONIO ROSMINI;VIA GIORGIO DEL VECCHIO 24;166;ROMA;ISTITUTO COMPRENSIVO;RMIC8BN00L@istruzione.it;rmic8bn00l@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;ARISTOTELE;RMPS50000T;ARISTOTELE;VIA DEI SOMMOZZATORI 50;143;ROMA;LICEO SCIENTIFICO;RMPS50000T@istruzione.it;rmps50000t@pec.istruzione.it;www.liceoaristotele.it
LAZIO;ROMA;ARMELLINI;RMTF020506;"PERCORSO II LIVELLO ""ARMELLINI""";VIA PLACIDO RICCARDI 13;146;ROMA;ISTITUTO TECNICO INDUSTRIALE;RMTF02000R@istruzione.it;Non Disponibile;www.itisarmellini.it
LAZIO;ROMA;AUGUSTO;RMPC04000R;AUGUSTO;VIA GELA 14;182;ROMA;LICEO CLASSICO;RMPC04000R@istruzione.it;rmpc04000r@pec.istruzione.it;www.liceoaugustoroma.it
LAZIO;ROMA;AVOGADRO;RMPS030009;AVOGADRO;VIA BRENTA 26;198;ROMA;LICEO SCIENTIFICO;RMPS030009@istruzione.it;rmps030009@pec.istruzione.it;www.liceoavogadro.gov.it
LAZIO;ROMA;BARBARA RIZZO;RMEE885023;MARIE CURIE;VIA SPAGNA N. 1/A;60;FORMELLO;SCUOLA PRIMARIA;RMIC88500X@istruzione.it;Non Disponibile;www.icbarbararizzo.gov.it
LAZIO;ROMA;BENEDETTO DA NORCIA;RMPC05000B;BENEDETTO DA NORCIA;VIA SARACINESCO N. 18;171;ROMA;LICEO CLASSICO;RMPC05000B@istruzione.it;rmpc05000b@pec.istruzione.it;www.benedettodanorcia.it
LAZIO;ROMA;BERTRAND RUSSELL;RMPC48000P;BERTRAND RUSSELL;VIA TUSCOLANA 208;182;ROMA;LICEO CLASSICO;RMPC48000P@istruzione.it;rmpc48000p@pec.istruzione.it;WWW.LICEORUSSELLROMA.IT
LAZIO;ROMA;BLAISE PASCAL;RMPC06401A;BLAISE PASCAL- INDIRIZZO CLASSICO;VIA PIETRO NENNI 48;40;POMEZIA;LICEO CLASSICO;RMIS064003@istruzione.it;Non Disponibile;www.liceoblaisepascal.it
LAZIO;ROMA;BRASCHI-QUARENGHI;RMTF05101D;"IIS ""BRASCHI - QUARENGHI""";VIA DI VILLA SCARPELLINI SNC;28;SUBIACO;ISTITUTO TECNICO INDUSTRIALE;RMIS051001@istruzione.it;Non Disponibile;www.iisbraschiquarenghi.gov.it
LAZIO;ROMA;BRUNO DE FINETTI;RMMM8CW01Q;VIA DE FINETTI;VIA DE FINETTI 170/A;134;ROMA;SCUOLA PRIMO GRADO;RMIC8CW00P@istruzione.it;Non Disponibile;WWW.icdefinetti.gov.it
LAZIO;ROMA;BRUNO MUNARI;RMIC8B400C;BRUNO MUNARI;VIA C. PERAZZI 46;139;ROMA;ISTITUTO COMPRENSIVO;RMIC8B400C@istruzione.it;rmic8b400c@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;BRUNO TOUSCHEK;RMPS31000P;BRUNO TOUSCHEK;VIA KENNEDY;46;GROTTAFERRATA;LICEO SCIENTIFICO;RMPS31000P@istruzione.it;rmps31000p@pec.istruzione.it;www.liceotouschek.it
LAZIO;ROMA;CAETANI;RMPM040001;CAETANI;VIALE MAZZINI 36;195;ROMA;ISTITUTO MAGISTRALE;RMPM040001@istruzione.it;rmpm040001@pec.istruzione.it;www.liceocaetani.it
LAZIO;ROMA;CAMPAGNANO VIA B. LESEN2;RMMM86601G;C. LEONELLI CAMPAGNANO DI ROMA;VIA B. LESEN 2;63;CAMPAGNANO DI ROMA;SCUOLA PRIMO GRADO;RMIC86600E@istruzione.it;Non Disponibile;www.iccampagnano.edu.it
LAZIO;ROMA;CANNIZZARO;RMPS05000E;CANNIZZARO;VIALE DELLA CIVILTA'DEL LAVORO 2/D;144;ROMA;LICEO SCIENTIFICO;RMPS05000E@istruzione.it;rmps05000e@pec.istruzione.it;www.liceocannizzaro.it
LAZIO;ROMA;CAPENA;RMIC868006;CAPENA;VIA DEL MATTATOIO N. 39;60;CAPENA;ISTITUTO COMPRENSIVO;RMIC868006@istruzione.it;rmic868006@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;CARLO LEVI;RMAA811028;C. LEVI - CASTEL GIUBILEO;VIA CASTEL GIUBILEO 41;138;ROMA;SCUOLA INFANZIA;RMIC81100A@istruzione.it;Non Disponibile;www.iclevi.edu.it
LAZIO;ROMA;CARLO URBANI;RMIS03300B;CARLO URBANI;VIA DELL'IDROSCALO 88;121;ROMA;ISTITUTO SUPERIORE;RMIS03300B@istruzione.it;rmis03300b@pec.istruzione.it;www.istitutocarlourbani.it
LAZIO;ROMA;CAVOUR;RMPS060005;CAVOUR;VIA DELLE CARINE 1;184;ROMA;LICEO SCIENTIFICO;RMPS060005@istruzione.it;rmps060005@pec.istruzione.it;www.liceocavour.gov.it
LAZIO;ROMA;CD ANGUILLARA;RMAA20504T;ANGUILLARA VIA DEGLI OLEANDRI;VIA DEGLI OLEANDRI5;61;ANGUILLARA SABAZIA;SCUOLA INFANZIA;RMEE20500V@istruzione.it;Non Disponibile;WWW.Scuolaanguillara.it
LAZIO;ROMA;CD NETTUNO;RMAA30704A;A.EUFEMI TRE CANCELLI;VIA DELLE GRUGNOLE;48;NETTUNO;SCUOLA INFANZIA;RMEE30700B@istruzione.it;Non Disponibile;circolodidatticonettuno.gov.it
LAZIO;ROMA;CESARE BATTISTI;RMTA05201L;ISTITUTO TECNICO AGRARIO;VIA FERRUCCIO PARRI 14;49;VELLETRI;ISTITUTO TECNICO AGRARIO;RMIS05200R@istruzione.it;Non Disponibile;www.iisbattistivelletri.gov.it
LAZIO;ROMA;CHIODI DIONIGIO ROMEO;RMAA8BQ015;VIA APPIANO;VIA APPIANO 15;136;ROMA;SCUOLA INFANZIA;RMIC8BQ008@istruzione.it;Non Disponibile;www.ic-chiodi.it
LAZIO;ROMA;CHRIS CAPPELL COLLEGE;RMPC41000C;CHRIS CAPPELL COLLEGE;VIALE ANTIUM 5;42;ANZIO;LICEO CLASSICO;RMPC41000C@istruzione.it;rmpc41000c@pec.istruzione.it;WWW.LICEOCHRISCAPPELL.IT
LAZIO;ROMA;CIAMPINO I - V. BACHELET;RMAA22001R;CIAMPINO I VIA DUE GIUGNO -ED.A;VIA DUE GIUGNO 18;43;CIAMPINO;SCUOLA INFANZIA;RMEE220001@istruzione.it;Non Disponibile;www.1circolo.ciampino.it
LAZIO;ROMA;"CINE TV ""ROBERTO ROSSELLINI""";RMSL08901P;LICEO ARTISTICO MULTIMEDIA ROSSELLINI;VIA DELLA VASCA NAVALE 58;146;ROMA;LICEO ARTISTICO;RMIS08900B@istruzione.it;Non Disponibile;www.cine-tv.net
LAZIO;ROMA;CONFALONIERI-DE CHIRICO;RMRC09751P;"PERCORSO II LIV ""T.CONFALONIERI""";VIA B.M. DE MATTIAS 5;183;ROMA;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;RMIS09700A@istruzione.it;Non Disponibile;www.confalonieri.it
LAZIO;ROMA;"CONVITTO NAZ.""A.DI SAVOIADUCA D'AOSTA""";RMVC02000V;"CONVITTO NAZ.""A.DI SAVOIADUCA D'AOSTA""";PIAZZA GARIBALDI 1;19;TIVOLI;CONVITTO NAZIONALE;RMVC02000V@istruzione.it;rmvc02000v@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;CONVITTO NAZIONALE VITTORIO EMANUELE II;RMVC010008;CONVITTO NAZIONALE VITTORIO EMANUELE II;PIAZZA MONTE GRAPPA 5;195;ROMA;CONVITTO NAZIONALE;RMVC010008@istruzione.it;rmvc010008@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;CONVITTO PER SORDOMUTI;RMVC060009;CONVITTO PER SORDOMUTI;VICOLO DEL CASALE LUMBROSO 129;166;ROMA;CONVITTO NAZIONALE;RMVC060009@istruzione.it;rmvc060009@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;CPIA 1;RMEE701066;CASA CIRC. M. COMPLES. REBIBBIA;VIA RAFFAELE MAIETTI 165;100;ROMA;SCUOLA PRIMARIA;RMMM67000C@istruzione.it;Non Disponibile;www.cdtrilussapomezia.gov.it
LAZIO;ROMA;CPIA 2;RMMM671008;CPIA 2;VIA VITAGLIANO PONTI 30;169;ROMA;SCUOLA PRIMO GRADO;RMMM671008@istruzione.it;RMMM671008@PEC.ISTRUZIONE.IT;www.umbertonobile.it
LAZIO;ROMA;CPIA 3;RMCT720002;C.T.P. 21;CORSO VITTORIO EMANUELE II N. 217;186;ROMA;CENTRO TERRITORIALE;RMMM672004@istruzione.it;Non Disponibile;Non Disponibile
LAZIO;ROMA;CPIA 4;RMCT71900T;C.T.P. 20;VIA AMULIO 4;181;ROMA;CENTRO TERRITORIALE;RMMM67300X@istruzione.it;Non Disponibile;Non Disponibile
LAZIO;ROMA;CPIA 7 - ANNA MARIA LORENZETTO;RMCT71400P;C.T.P. 15;VIA FONTANA DALLA ROSA 159;49;VELLETRI;CENTRO TERRITORIALE;RMMM67400Q@istruzione.it;Non Disponibile;Non Disponibile
LAZIO;ROMA;CPIA GIUSEPPE FOTI;RMCT72200N;C.T.P. 23 C/O I.I.S. DI VITTORIO;VIA I. DE BEGNAC 6;55;LADISPOLI;CENTRO TERRITORIALE;VTMM047008@istruzione.it;Non Disponibile;Non Disponibile
LAZIO;ROMA;CRISTOFORO COLOMBO;RMTN010507;C. COLOMBO SERALE;VIA PANISPERNA 255;184;ROMA;ISTITUTO TECNICO PER IL TURISMO;RMTN01000T@istruzione.it;Non Disponibile;www.ittcolombo.gov.it
LAZIO;ROMA;CROCE-ALERAMO;RMPS11301D;BENEDETTO CROCE;VIALE BATTISTA BARDANZELLU 7;155;ROMA;LICEO SCIENTIFICO;RMIS113003@istruzione.it;Non Disponibile;http//www.crocealeramo.edu.it
LAZIO;ROMA;D. CAMBELLOTTI - SEDE CENTRALE;RMIC8AP00T;D. CAMBELLOTTI - SEDE CENTRALE;VIA DELLA PINETA 2;40;ROCCA PRIORA;ISTITUTO COMPRENSIVO;RMIC8AP00T@istruzione.it;rmic8ap00t@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;DANIELE MANIN;RMEE81401X;DI DONATO;VIA BIXIO 85;185;ROMA;SCUOLA PRIMARIA;RMIC81400T@istruzione.it;Non Disponibile;www.danielemanin.com
LAZIO;ROMA;DANTE ALIGHIERI;RMPC07000L;DANTE ALIGHIERI;VIA ENNIO QUIRINO VISCONTI 13;193;ROMA;LICEO CLASSICO;RMPC07000L@istruzione.it;rmpc07000l@pec.istruzione.it;liceodantealighieri.edu.it
LAZIO;ROMA;DANTE ALIGHIERI;RMEE84501G;UMBERTO PRIMO;VIA CASSIODORO 2/A;193;ROMA;SCUOLA PRIMARIA;RMIC84500D@istruzione.it;Non Disponibile;http/www.icdantealighieri.it
LAZIO;ROMA;DE AMICIS - CATTANEO;RMTF11901E;ISTITUTO TECNICO;LUNGOTEVERE TESTACCIO 32;153;ROMA;ISTITUTO TECNICO INDUSTRIALE;RMIS119002@istruzione.it;Non Disponibile;WWW.ITISCIVITAVECCHIA.IT
LAZIO;ROMA;DE SANCTIS;RMPC06201P;G. DE SANCTIS LICEO CLASSICO LINGUISTICO;VIA CASSIA 931;189;ROMA;LICEO CLASSICO;RMIS06200B@istruzione.it;Non Disponibile;www.liceodesanctisroma.gov.it
LAZIO;ROMA;"DIR. DID. STAT.""CIAMPINO II""";RMEE221041;CIAMPINO II - ALBERT SABIN;VIA DELL'ACQUA ACETOSA;43;CIAMPINO;SCUOLA PRIMARIA;RMEE22100R@istruzione.it;Non Disponibile;www.2circolodidatticodiciampino.it
LAZIO;ROMA;DOMENICO PURIFICATO;RMAA86901V;VIA DRAGO;VIA DRAGO 108;143;ROMA;SCUOLA INFANZIA;RMIC869002@istruzione.it;Non Disponibile;WWW.ICPURIFICATO.COM
LAZIO;ROMA;DON LORENZO MILANI;RMIC897006;DON LORENZO MILANI;VIA MARCO AURELIO N? 2;12;GUIDONIA MONTECELIO;ISTITUTO COMPRENSIVO;RMIC897006@istruzione.it;rmic897006@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;DON LORENZO MILANI;RMEE8GP024;CIVITAVECCHIA IV- FUSCO;VIA DON MILANI SNC;53;CIVITAVECCHIA;SCUOLA PRIMARIA;RMIC8GP001@istruzione.it;Non Disponibile;www.iclorenzomilani.gov.it
LAZIO;ROMA;DON LORENZO MILANI;RMEE8AT028;GIOSUE' CARDUCCI;VIA I MAGGIO SNC;40;MONTE PORZIO CATONE;SCUOLA PRIMARIA;RMIC8AT005@istruzione.it;Non Disponibile;www.icdonmilani.it
LAZIO;ROMA;DON MILANI;RMEE88302B;I TERZI (EX CASETTA MATTEI);VIA CASTEL CAMPANILE KM 11800;52;CERVETERI;SCUOLA PRIMARIA;RMIC883008@istruzione.it;Non Disponibile;rmic883008@struzione.it
LAZIO;ROMA;E. FERMI;RMTF04050B;"PERCORSO II LIVELLO ""E. FERMI""";VIA TRIONFALE 8737;135;ROMA;ISTITUTO TECNICO INDUSTRIALE;RMTF040002@istruzione.it;Non Disponibile;www.itisfermi.it
LAZIO;ROMA;E. MAJORANA;RMPS37000A;E. MAJORANA;VIA C. AVOLIO 111;128;ROMA;LICEO SCIENTIFICO;RMPS37000A@istruzione.it;rmps37000a@pec.istruzione.it;www.liceomajorana.gov
LAZIO;ROMA;EDUARDO DE FILIPPO - VILLANOVA;RMAA8DU01E;IC E. DE FILIPPO -VILLANOVA;VIA LAMARMORA S.N.C.;12;GUIDONIA MONTECELIO;SCUOLA INFANZIA;RMIC8DU00N@istruzione.it;Non Disponibile;www.icdefilippovillanova.gov.it
LAZIO;ROMA;EINSTEIN - BACHELET;RMTF109519;"PERCORSO II LIV ""EINSTEIN""";VIA PASQUALE II 237;168;ROMA;ISTITUTO TECNICO INDUSTRIALE;RMIS10900B@istruzione.it;Non Disponibile;www.itis-einstein.roma.it
LAZIO;ROMA;ELIANO - LUZZATTI;RMIS11600E;ELIANO - LUZZATTI;VIA PEDEMONTANA SNC;36;PALESTRINA;ISTITUTO SUPERIORE;RMIS11600E@istruzione.it;RMIS11600E@PEC.ISTRUZIONE.IT;Non Disponibile
LAZIO;ROMA;EMANUELA LOI;RMTD480503;"PERCORSO II LIVELLO ""EMANUELA LOI""";VIA EMANUELA LOI 6;48;NETTUNO;IST TEC COMMERCIALE E PER GEOMETRI;RMTD48000N@istruzione.it;Non Disponibile;www.itcloi.it
LAZIO;ROMA;EMILIO SERENI;RMTA06001G;ISTITUTO TECNICO AGRARIO EMILIO SERENI;VIA GUIDO BACCELLI 35;30;SAN VITO ROMANO;ISTITUTO TECNICO AGRARIO;RMTA06000E@istruzione.it;Non Disponibile;www.agrariosereni.it
LAZIO;ROMA;ENEA;RMAA8GZ01D;POMEZIA - MARTIN PESCATORE;VIA VINCI;40;POMEZIA;SCUOLA INFANZIA;RMIC8GZ00L@istruzione.it;Non Disponibile;Non Disponibile
LAZIO;ROMA;ENRICO FERMI;RMTF18050P;"PERCORSO II LIVELLO ""ENRICO FERMI""";VIA CESARE MINARDI 14;44;FRASCATI;ISTITUTO TECNICO INDUSTRIALE;RMTF180009@istruzione.it;Non Disponibile;http//www.fermifrascati.it/
LAZIO;ROMA;ENRICO FERMI;RMTD070501;"PERCORSO II LIVELLO ""ENRICO FERMI""";VIA ACQUAREGNA 112;19;TIVOLI;ISTITUTO TECNICO COMMERCIALE;RMTD07000G@istruzione.it;Non Disponibile;www.fermitivoli.it
LAZIO;ROMA;ENRICO MATTEI;RMPS05701A;LICEO SCIENT. E LING. ENRICO MATTEI;VIA PAOLO BORSELLINO S.N.C.;52;CERVETERI;LICEO SCIENTIFICO;RMIS05700X@istruzione.it;Non Disponibile;www.enricomattei.it
LAZIO;ROMA;ENRICO PESTALOZZI;RMAA8A9052;"""E. PESTALOZZI""INFANZIA 2";VIA C.A.DALLACHIESA N.21/B;71;POMEZIA;SCUOLA INFANZIA;RMIC8A9001@istruzione.it;Non Disponibile;www.icpestalozzi.gov.it
LAZIO;ROMA;ENZO BIAGI;RMAA85701L;SCUOLA MATERNA L.ANGELINI;VIA SFORZINI 40;123;ROMA;SCUOLA INFANZIA;RMIC85700Q@istruzione.it;Non Disponibile;http//www.icenzobiagi.gov.it/
LAZIO;ROMA;ENZO FERRARI;RMTF081019;VALLAURI - HERTZ;VIA GROTTAFERRATA76;178;ROMA;ISTITUTO TECNICO INDUSTRIALE;RMIS08100R@istruzione.it;Non Disponibile;www.iisenzoferrari.it
LAZIO;ROMA;ESPAZIA -MONTEROTONDO;RMMM88001T;MARCONI;VIA XX SETTEMBRE 42;15;MONTEROTONDO;SCUOLA PRIMO GRADO;RMIC88000R@istruzione.it;Non Disponibile;www.espazia.it
LAZIO;ROMA;ETTORE MAJORANA-LANUVIO;RMEE8BG023;LANUVIO-PASCOLARE;STRADA PASCOLARE;40;LANUVIO;SCUOLA PRIMARIA;RMIC8BG00X@istruzione.it;Non Disponibile;www.majoranalanuvio.gov.it
LAZIO;ROMA;EUGENIO MONTALE;RMPC320006;EUGENIO MONTALE;VIA BRAVETTA 545;164;ROMA;LICEO CLASSICO;RMPC320006@istruzione.it;rmpc320006@pec.istruzione.it;www.liceomontaleroma.it
LAZIO;ROMA;EVANGELISTA TORRICELLI;RMTD114015;ROSA LUXEMBURG;VIA CESARE LOMBROSO120;168;ROMA;ISTITUTO TECNICO COMMERCIALE;RMIS11400V@istruzione.it;Non Disponibile;www.giulioverne.it
LAZIO;ROMA;FANELLI - F.MARINI;RMIC834003;FANELLI - F.MARINI;VIA FRANCESCO ORIOLI 38;119;ROMA;ISTITUTO COMPRENSIVO;RMIC834003@istruzione.it;rmic834003@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;FEDERICO CAFFE';RMIS084008;FEDERICO CAFFE';VIALE DI VILLA PAMPHILI N.86;152;ROMA;ISTITUTO SUPERIORE;RMIS084008@istruzione.it;rmis084008@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;FEDERIGO ENRIQUES;RMPS090001;FEDERIGO ENRIQUES;VIA FEDERICO PAOLINI 196;122;ROMA;LICEO SCIENTIFICO;RMPS090001@istruzione.it;rmps090001@pec.istruzione.it;http//www.liceo-enriques.gov.it/
LAZIO;ROMA;FIANO VIA L.GIUSTINIANI 20;RMEE87403N;PRIMARIA VIA DELLE CASCATE;VIA DELLE CASCATE;65;FIANO ROMANO;SCUOLA PRIMARIA;RMIC87400D@istruzione.it;Non Disponibile;www.icfiano.it
LAZIO;ROMA;FRANCESCA MORVILLO;RMEE8E801N;VIA S. BIAGIO PLATANI;VIA S. BIAGIO PLATANI;133;ROMA;SCUOLA PRIMARIA;RMIC8E800G@istruzione.it;Non Disponibile;www.icviasanbiagioplatani.gov.it
LAZIO;ROMA;FRANCESCO CILEA;RMMM8FR013;SC. SEC. I GRADO I.C. VIA CILEA;VIA CILEA 269;124;ROMA;SCUOLA PRIMO GRADO;RMIC8FR002@istruzione.it;Non Disponibile;WWW.SCUOLACILEA.IT
LAZIO;ROMA;FRANCESCO D'ASSISI;RMPS10000A;FRANCESCO D'ASSISI;VIALE DELLA PRIMAVERA 207;172;ROMA;LICEO SCIENTIFICO;RMPS10000A@istruzione.it;rmps10000a@pec.istruzione.it;www.liceofrancescodassisi.gov.it
LAZIO;ROMA;FRANCESCO VIVONA;RMPC09000T;FRANCESCO VIVONA;VIA DELLA FISICA 14 (EUR);144;ROMA;LICEO CLASSICO;RMPC09000T@istruzione.it;rmpc09000t@pec.istruzione.it;www.liceovivona.it
LAZIO;ROMA;FRATELLI BANDIERA;RMIC81600D;FRATELLI BANDIERA;PIAZZA RUGGERO DI SICILIA 2;162;ROMA;ISTITUTO COMPRENSIVO;RMIC81600D@istruzione.it;rmic81600d@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;G. GALILEI;RMTF09050C;"PERCORSO II LIVELLO ""G. GALILEI""";VIA CONTE VERDE51;185;ROMA;ISTITUTO TECNICO INDUSTRIALE;RMTF090003@istruzione.it;Non Disponibile;www.itisgalileiroma.it
LAZIO;ROMA;G. PALLAVICINI;RMMM8B0016;V. BACHELET;VIA BEATA VERGINE DEL CARMELO;144;ROMA;SCUOLA PRIMO GRADO;RMIC8B0005@istruzione.it;Non Disponibile;WWW.ICPALLAVICINI.IT
LAZIO;ROMA;"G.GARIBALDI ANNESSO CONV.""G.GARIBALDI""";RMTA070005;"G.GARIBALDI ANNESSO CONV.""G.GARIBALDI""";VIA ARDEATINA 524;178;ROMA;ISTITUTO TECNICO AGRARIO;RMTA070005@istruzione.it;rmta070005@pec.istruzione.it;www.itasgaribaldi-roma.it
LAZIO;ROMA;G.VAILATI;RMPS39000G;G.VAILATI;VIA A.GRANDI 146;45;GENZANO DI ROMA;LICEO SCIENTIFICO;RMPS39000G@istruzione.it;rmps39000g@pec.istruzione.it;www.liceovailatigenzano.gov.it
LAZIO;ROMA;GAIO VALERIO CATULLO;RMPC40000T;GAIO VALERIO CATULLO;VIA TIRSO 19;15;MONTEROTONDO;LICEO CLASSICO;RMPC40000T@istruzione.it;rmpc40000t@pec.istruzione.it;www.liceocatullo.it
LAZIO;ROMA;GALILEI - CIVITAVECCHIA;RMPS130006;GALILEI - CIVITAVECCHIA;VIA DELL'IMMACOLATA 4;53;CIVITAVECCHIA;LICEO SCIENTIFICO;RMPS130006@istruzione.it;rmps130006@pec.istruzione.it;WWW.LICEOSCIENTIFICOGALILEI.GOV.IT
LAZIO;ROMA;GALLICANO NEL LAZIO VIA TRE NOV;RMAA8AB024;POLI;VIA TIVOLI;10;POLI;SCUOLA INFANZIA;RMIC8AB006@istruzione.it;Non Disponibile;www.icgallicano.gov.it
LAZIO;ROMA;GENAZZANO G. GARIBALDI;RMAA8AD03R;S. VITO ROMANO;VIA TRENTO E TRIESTE 32;30;SAN VITO ROMANO;SCUOLA INFANZIA;RMIC8AD00T@istruzione.it;Non Disponibile;WWW.COMPRENSIVO-GENAZZANO.GOV.IT
LAZIO;ROMA;GIANCARLO VALLAURI;RMTF200009;GIANCARLO VALLAURI;VIALE SALVO D'ACQUISTO 43;49;VELLETRI;ISTITUTO TECNICO INDUSTRIALE;RMTF200009@istruzione.it;rmtf200009@pec.istruzione.it;www.itisvallauri.gov.it
LAZIO;ROMA;GIORDANO BRUNO;RMPM12000L;GIORDANO BRUNO;VIA DELLA BUFALOTTA 594;139;ROMA;ISTITUTO MAGISTRALE;RMPM12000L@istruzione.it;rmpm12000l@pec.istruzione.it;www.liceogiordanobrunoroma.it
LAZIO;ROMA;GIORGI - WOOLF;RMTF12101E;GIORGI;VIALE P. TOGLIATTI 1161;155;ROMA;ISTITUTO TECNICO INDUSTRIALE;RMIS121002@istruzione.it;Non Disponibile;www.itisgiorgiroma.gov.it
LAZIO;ROMA;GIORGIO AMBROSOLI;RMRI03401V;EUROPA;VIA ROMOLO TRINCHERI 49;172;ROMA;IST PROF INDUSTRIA E ARTIGIANATO;RMIS034007@istruzione.it;Non Disponibile;www.istitutocarlourbani.it
LAZIO;ROMA;GIORGIO PERLASCA;RMIC81000E;GIORGIO PERLASCA;VIA RAMIRO FABIANI 45;158;ROMA;ISTITUTO COMPRENSIVO;RMIC81000E@istruzione.it;rmic81000e@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;GIOVANNI PALOMBINI;RMAA820056;VIA LIBERATO PALENCO;VIA LIBERATO PALENCO 61;156;ROMA;SCUOLA INFANZIA;RMIC820005@istruzione.it;Non Disponibile;www.icscuolapalombini.it
LAZIO;ROMA;GIULIO CESARE;RMPC12000C;GIULIO CESARE;CORSO TRIESTE 48;198;ROMA;LICEO CLASSICO;RMPC12000C@istruzione.it;rmpc12000c@pec.istruzione.it;www.liceogiuliocesare.it
LAZIO;ROMA;GIULIO VERNE - I.I.S.VIA DI SAPONARA 150;RMRF103015;VERNE-SOCIO SANITARIO (EX DIAZ) EUR;PIAZZALE TARANTELLI 18;144;ROMA;IST PROF PER I SERVIZI SOCIALI;RMIS10300C@istruzione.it;Non Disponibile;www.giulioverne.it
LAZIO;ROMA;GIUSEPPE GARIBALDI;RMEE8AH017;GIUSEPPE GARIBALDI;VIA CARLO TODINI 56;10;GUIDONIA MONTECELIO;SCUOLA PRIMARIA;RMIC8AH005@istruzione.it;Non Disponibile;www.icsetteville.it
LAZIO;ROMA;GIUSEPPE GARIBALDI;RMIC8BA001;GIUSEPPE GARIBALDI;VIA EDMONDO DE AMICIS 12;45;GENZANO DI ROMA;ISTITUTO COMPRENSIVO;RMIC8BA001@istruzione.it;rmic8ba001@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;GIUSEPPE MONTEZEMOLO;RMEE83002V;TINTORETTO;VIA DEL CASTAGNO 175;142;ROMA;SCUOLA PRIMARIA;RMIC83000Q@istruzione.it;Non Disponibile;www.icmontezemolo.gov.it
LAZIO;ROMA;"GROTTAFERRATA-""G. FALCONE""";RMIC8BT00Q;"GROTTAFERRATA-""G. FALCONE""";VIA GARIBALDI19;46;GROTTAFERRATA;ISTITUTO COMPRENSIVO;RMIC8BT00Q@istruzione.it;rmic8bt00q@pec.istruzione.it;Non Disponibile
LAZIO;ROMA;GROTTAFERRATA-SAN NILO;RMEE8BU02P;GROTTAFERRATA-ROSA DI FEO;VIA G. QUATTRUCCI;46;GROTTAFERRATA;SCUOLA PRIMARIA;RMIC8BU00G@istruzione.it;Non Disponibile;www.icsannilo.gov.it
LAZIO;ROMA;GUGLIELMO MARCONI;RMPS11201N;GUGLIELMO MARCONI;VIA CIRO CORRADETTI;53;CIVITAVECCHIA;LICEO SCIENTIFICO;RMIS112007@istruzione.it;Non Disponibile;WWW.ITISCIVITAVECCHIA.IT
LAZIO;ROMA;GULLACE TALOTTA;RMPS46000L;GULLACE TALOTTA;PIAZZA CAVALIERI DEL LAVORO 18;173;ROMA;LICEO SCIENTIFICO;RMPS46000L@istruzione.it;rmps46000l@pec.istruzione.it;www.liceogullace.it
LAZIO;ROMA;I. C. ELISA SCALA;RMEE8E902E;VIA ROCCA CENCIA;VIA ROCCA CENCIA N.39;132;ROMA;SCUOLA PRIMARIA;RMIC8E900B@istruzione.it;Non Disponibile;www.icviamottacamastra.it
LAZIO;ROMA;I. C. KAROL WOJTYLA;RMEE8AG01B;VIA CONCESIO;VIA CONCESIO 2;188;ROMA;SCUOLA PRIMARIA;RMIC8AG009@istruzione.it;Non Disponibile;www.istitutocomprensivoKarolWojtyla.it
LAZIO;ROMA;I. C. LUCIO FONTANA;RMEE864033;VIA BREMBIO;VIA BREMBIO83;188;ROMA;SCUOLA PRIMARIA;RMIC86400V@istruzione.it;Non Disponibile;http//www.largocastelseprio.gov.it
LAZIO;ROMA;I. I. S. PROFESSIONALE ROSARIO LIVATINO;RMIS00400B;I. I. S. PROFESSIONALE ROSARIO LIVATINO;OO;36;PALESTRINA;ISTITUTO SUPERIORE;RMIS00400B@istruzione.it;rmis00400b@pec.istruzione.it;www.professionalepalestrina.it
